OxTG,[M+NH4]+,[M+H-nH2O]+,[M+H-nH2O2]+,[M+H-nH2O-R1COOH]+,[M+H-nH2O-R2COOH]+,[M+H-nH2O-R3COOH]+,[M+H-nH2O2-R1COOH]+,[M+H-nH2O2-R2COOH]+,[M+H-nH2O2-R3COOH]+
OxTG(18:4_18:4_20:4(OOH))+NH4,944.6974104,891.6497204,893.6653704,633.4513604,633.4513604,591.4407704,617.4564504,617.4564504,591.4407704
OxTG(18:4_18:4_18:2(OOH))+NH4,920.6974104,867.6497204,869.6653704,609.4513604,609.4513604,591.4407704,593.4564504,593.4564504,591.4407704
OxTG(18:4_20:4_20:4(OOH))+NH4,972.7287104,919.6810204,921.6966704,661.4826604,633.4513604,619.4720704,645.4877504,617.4564504,619.4720704
OxTG(18:4_20:4_18:2(OOH))+NH4,948.7287104,895.6810204,897.6966704,637.4826604,609.4513604,619.4720704,621.4877504,593.4564504,619.4720704
OxTG(18:4_20:5_20:4(OOH))+NH4,970.7131104,917.6654204,919.6810704,659.4670604,633.4513604,617.4564704,643.4721504,617.4564504,617.4564704
OxTG(18:4_20:5_18:2(OOH))+NH4,946.7131104,893.6654204,895.6810704,635.4670604,609.4513604,617.4564704,619.4721504,593.4564504,617.4564704
OxTG(18:4_22:5_20:4(OOH))+NH4,998.7444104,945.6967204,947.7123704,687.4983604,633.4513604,645.4877704,671.5034504,617.4564504,645.4877704
OxTG(18:4_22:5_18:2(OOH))+NH4,974.7444104,921.6967204,923.7123704,663.4983604,609.4513604,645.4877704,647.5034504,593.4564504,645.4877704
OxTG(18:4_22:6_20:4(OOH))+NH4,996.7287104,943.6810204,945.6966704,685.4826604,633.4513604,643.4720704,669.4877504,617.4564504,643.4720704
OxTG(18:4_22:6_18:2(OOH))+NH4,972.7287104,919.6810204,921.6966704,661.4826604,609.4513604,643.4720704,645.4877504,593.4564504,643.4720704
OxTG(20:4_20:4_20:4(OOH))+NH4,1000.76001,947.7123204,949.7279704,661.4826604,661.4826604,647.5033704,645.4877504,645.4877504,647.5033704
OxTG(20:4_20:4_18:2(OOH))+NH4,976.7600104,923.7123204,925.7279704,637.4826604,637.4826604,647.5033704,621.4877504,621.4877504,647.5033704
OxTG(20:4_20:5_20:4(OOH))+NH4,998.7444104,945.6967204,947.7123704,659.4670604,661.4826604,645.4877704,643.4721504,645.4877504,645.4877704
OxTG(20:4_20:5_18:2(OOH))+NH4,974.7444104,921.6967204,923.7123704,635.4670604,637.4826604,645.4877704,619.4721504,621.4877504,645.4877704
OxTG(20:4_22:5_20:4(OOH))+NH4,1026.77571,973.7280204,975.7436704,687.4983604,661.4826604,673.5190704,671.5034504,645.4877504,673.5190704
OxTG(20:4_22:5_18:2(OOH))+NH4,1002.77571,949.7280204,951.7436704,663.4983604,637.4826604,673.5190704,647.5034504,621.4877504,673.5190704
OxTG(20:4_22:6_20:4(OOH))+NH4,1024.76001,971.7123204,973.7279704,685.4826604,661.4826604,671.5033704,669.4877504,645.4877504,671.5033704
OxTG(20:4_22:6_18:2(OOH))+NH4,1000.76001,947.7123204,949.7279704,661.4826604,637.4826604,671.5033704,645.4877504,621.4877504,671.5033704
OxTG(20:5_20:5_20:4(OOH))+NH4,996.7288104,943.6811204,945.6967704,659.4670604,659.4670604,643.4721704,643.4721504,643.4721504,643.4721704
OxTG(20:5_20:5_18:2(OOH))+NH4,972.7288104,919.6811204,921.6967704,635.4670604,635.4670604,643.4721704,619.4721504,619.4721504,643.4721704
OxTG(20:5_22:5_20:4(OOH))+NH4,1024.76011,971.7124204,973.7280704,687.4983604,659.4670604,671.5034704,671.5034504,643.4721504,671.5034704
OxTG(20:5_22:5_18:2(OOH))+NH4,1000.76011,947.7124204,949.7280704,663.4983604,635.4670604,671.5034704,647.5034504,619.4721504,671.5034704
OxTG(20:5_22:6_20:4(OOH))+NH4,1022.74441,969.6967204,971.7123704,685.4826604,659.4670604,669.4877704,669.4877504,643.4721504,669.4877704
OxTG(20:5_22:6_18:2(OOH))+NH4,998.7444104,945.6967204,947.7123704,661.4826604,635.4670604,669.4877704,645.4877504,619.4721504,669.4877704
OxTG(22:5_22:5_20:4(OOH))+NH4,1052.79141,999.7437204,1001.75937,687.4983604,687.4983604,699.5347704,671.5034504,671.5034504,699.5347704
OxTG(22:5_22:5_18:2(OOH))+NH4,1028.79141,975.7437204,977.7593704,663.4983604,663.4983604,699.5347704,647.5034504,647.5034504,699.5347704
OxTG(22:5_22:6_20:4(OOH))+NH4,1050.77571,997.7280204,999.7436704,685.4826604,687.4983604,697.5190704,669.4877504,671.5034504,697.5190704
OxTG(22:5_22:6_18:2(OOH))+NH4,1026.77571,973.7280204,975.7436704,661.4826604,663.4983604,697.5190704,645.4877504,647.5034504,697.5190704
OxTG(22:6_22:6_20:4(OOH))+NH4,1048.76001,995.7123204,997.7279704,685.4826604,685.4826604,695.5033704,669.4877504,669.4877504,695.5033704
OxTG(22:6_22:6_18:2(OOH))+NH4,1024.76001,971.7123204,973.7279704,661.4826604,661.4826604,695.5033704,645.4877504,645.4877504,695.5033704
OxTG(14:0_14:0_14:1(OOH))+NH4,770.6504504,717.6027604,719.6184104,507.4044004,507.4044004,495.4407704,491.4094904,491.4094904,495.4407704
OxTG(14:0_14:0_15:1(OOH))+NH4,784.6660504,731.6183604,733.6340104,521.4200004,521.4200004,495.4407704,505.4250904,505.4250904,495.4407704
OxTG(14:0_14:0_16:1(OOH))+NH4,798.6817504,745.6340604,747.6497104,535.4357004,535.4357004,495.4407704,519.4407904,519.4407904,495.4407704
OxTG(14:0_14:0_17:1(OOH))+NH4,812.6973504,759.6496604,761.6653104,549.4513004,549.4513004,495.4407704,533.4563904,533.4563904,495.4407704
OxTG(14:0_14:0_17:2(OOH))+NH4,810.6817504,757.6340604,759.6497104,547.4357004,547.4357004,495.4407704,531.4407904,531.4407904,495.4407704
OxTG(14:0_14:0_18:1(OOH))+NH4,826.7130504,773.6653604,775.6810104,563.4670004,563.4670004,495.4407704,547.4720904,547.4720904,495.4407704
OxTG(14:0_14:0_18:3(OOH))+NH4,822.6817504,769.6340604,771.6497104,559.4357004,559.4357004,495.4407704,543.4407904,543.4407904,495.4407704
OxTG(14:0_14:0_18:4(OOH))+NH4,820.6660504,767.6183604,769.6340104,557.4200004,557.4200004,495.4407704,541.4250904,541.4250904,495.4407704
OxTG(14:0_14:0_20:1(OOH))+NH4,854.7443504,801.6966604,803.7123104,591.4983004,591.4983004,495.4407704,575.5033904,575.5033904,495.4407704
OxTG(14:0_14:0_20:2(OOH))+NH4,852.7286504,799.6809604,801.6966104,589.4826004,589.4826004,495.4407704,573.4876904,573.4876904,495.4407704
OxTG(14:0_14:0_20:3(OOH))+NH4,850.7130504,797.6653604,799.6810104,587.4670004,587.4670004,495.4407704,571.4720904,571.4720904,495.4407704
OxTG(14:0_14:0_20:5(OOH))+NH4,846.6817504,793.6340604,795.6497104,583.4357004,583.4357004,495.4407704,567.4407904,567.4407904,495.4407704
OxTG(14:0_14:0_22:1(OOH))+NH4,882.7756504,829.7279604,831.7436104,619.5296004,619.5296004,495.4407704,603.5346904,603.5346904,495.4407704
OxTG(14:0_14:0_22:2(OOH))+NH4,880.7599504,827.7122604,829.7279104,617.5139004,617.5139004,495.4407704,601.5189904,601.5189904,495.4407704
OxTG(14:0_14:0_22:3(OOH))+NH4,878.7443504,825.6966604,827.7123104,615.4983004,615.4983004,495.4407704,599.5033904,599.5033904,495.4407704
OxTG(14:0_14:0_22:4(OOH))+NH4,876.7286504,823.6809604,825.6966104,613.4826004,613.4826004,495.4407704,597.4876904,597.4876904,495.4407704
OxTG(14:0_14:0_22:5(OOH))+NH4,874.7130504,821.6653604,823.6810104,611.4670004,611.4670004,495.4407704,595.4720904,595.4720904,495.4407704
OxTG(14:0_14:0_22:6(OOH))+NH4,872.6973504,819.6496604,821.6653104,609.4513004,609.4513004,495.4407704,593.4563904,593.4563904,495.4407704
OxTG(14:0_14:0_24:1(OOH))+NH4,910.8069504,857.7592604,859.7749104,647.5609004,647.5609004,495.4407704,631.5659904,631.5659904,495.4407704
OxTG(14:0_14:0_14:1(OOHOOH))+NH4,802.6403504,713.5715204,717.6028204,521.3837304,521.3837304,495.4407704,489.3939104,489.3939104,495.4407704
OxTG(14:0_14:0_15:1(OOHOOH))+NH4,816.6559504,727.5871204,731.6184204,535.3993304,535.3993304,495.4407704,503.4095104,503.4095104,495.4407704
OxTG(14:0_14:0_16:1(OOHOOH))+NH4,830.6716504,741.6028204,745.6341204,549.4150304,549.4150304,495.4407704,517.4252104,517.4252104,495.4407704
OxTG(14:0_14:0_17:1(OOHOOH))+NH4,844.6872504,755.6184204,759.6497204,563.4306304,563.4306304,495.4407704,531.4408104,531.4408104,495.4407704
OxTG(14:0_14:0_17:2(OOHOOH))+NH4,842.6716504,753.6028204,757.6341204,561.4150304,561.4150304,495.4407704,529.4252104,529.4252104,495.4407704
OxTG(14:0_14:0_18:1(OOHOOH))+NH4,858.7029504,769.6341204,773.6654204,577.4463304,577.4463304,495.4407704,545.4565104,545.4565104,495.4407704
OxTG(14:0_14:0_18:2(OOHOOH))+NH4,856.6872504,767.6184204,771.6497204,575.4306304,575.4306304,495.4407704,543.4408104,543.4408104,495.4407704
OxTG(14:0_14:0_18:3(OOHOOH))+NH4,854.6716504,765.6028204,769.6341204,573.4150304,573.4150304,495.4407704,541.4252104,541.4252104,495.4407704
OxTG(14:0_14:0_18:4(OOHOOH))+NH4,852.6559504,763.5871204,767.6184204,571.3993304,571.3993304,495.4407704,539.4095104,539.4095104,495.4407704
OxTG(14:0_14:0_20:1(OOHOOH))+NH4,886.7342504,797.6654204,801.6967204,605.4776304,605.4776304,495.4407704,573.4878104,573.4878104,495.4407704
OxTG(14:0_14:0_20:2(OOHOOH))+NH4,884.7185504,795.6497204,799.6810204,603.4619304,603.4619304,495.4407704,571.4721104,571.4721104,495.4407704
OxTG(14:0_14:0_20:3(OOHOOH))+NH4,882.7029504,793.6341204,797.6654204,601.4463304,601.4463304,495.4407704,569.4565104,569.4565104,495.4407704
OxTG(14:0_14:0_20:4(OOHOOH))+NH4,880.6872504,791.6184204,795.6497204,599.4306304,599.4306304,495.4407704,567.4408104,567.4408104,495.4407704
OxTG(14:0_14:0_20:5(OOHOOH))+NH4,878.6716504,789.6028204,793.6341204,597.4150304,597.4150304,495.4407704,565.4252104,565.4252104,495.4407704
OxTG(14:0_14:0_22:1(OOHOOH))+NH4,914.7655504,825.6967204,829.7280204,633.5089304,633.5089304,495.4407704,601.5191104,601.5191104,495.4407704
OxTG(14:0_14:0_22:2(OOHOOH))+NH4,912.7498504,823.6810204,827.7123204,631.4932304,631.4932304,495.4407704,599.5034104,599.5034104,495.4407704
OxTG(14:0_14:0_22:3(OOHOOH))+NH4,910.7342504,821.6654204,825.6967204,629.4776304,629.4776304,495.4407704,597.4878104,597.4878104,495.4407704
OxTG(14:0_14:0_22:4(OOHOOH))+NH4,908.7185504,819.6497204,823.6810204,627.4619304,627.4619304,495.4407704,595.4721104,595.4721104,495.4407704
OxTG(14:0_14:0_22:5(OOHOOH))+NH4,906.7029504,817.6341204,821.6654204,625.4463304,625.4463304,495.4407704,593.4565104,593.4565104,495.4407704
OxTG(14:0_14:0_22:6(OOHOOH))+NH4,904.6872504,815.6184204,819.6497204,623.4306304,623.4306304,495.4407704,591.4408104,591.4408104,495.4407704
OxTG(14:0_14:0_24:1(OOHOOH))+NH4,942.7968504,853.7280204,857.7593204,661.5402304,661.5402304,495.4407704,629.5504104,629.5504104,495.4407704
OxTG(14:0_14:1_14:1(OOH))+NH4,768.6348504,715.5871604,717.6028104,505.3888004,507.4044004,493.4251704,489.3938904,491.4094904,493.4251704
OxTG(14:0_14:1_15:1(OOH))+NH4,782.6504504,729.6027604,731.6184104,519.4044004,521.4200004,493.4251704,503.4094904,505.4250904,493.4251704
OxTG(14:0_14:1_16:1(OOH))+NH4,796.6661504,743.6184604,745.6341104,533.4201004,535.4357004,493.4251704,517.4251904,519.4407904,493.4251704
OxTG(14:0_14:1_17:1(OOH))+NH4,810.6817504,757.6340604,759.6497104,547.4357004,549.4513004,493.4251704,531.4407904,533.4563904,493.4251704
OxTG(14:0_14:1_17:2(OOH))+NH4,808.6661504,755.6184604,757.6341104,545.4201004,547.4357004,493.4251704,529.4251904,531.4407904,493.4251704
OxTG(14:0_14:1_18:1(OOH))+NH4,824.6974504,771.6497604,773.6654104,561.4514004,563.4670004,493.4251704,545.4564904,547.4720904,493.4251704
OxTG(14:0_14:1_18:3(OOH))+NH4,820.6661504,767.6184604,769.6341104,557.4201004,559.4357004,493.4251704,541.4251904,543.4407904,493.4251704
OxTG(14:0_14:1_18:4(OOH))+NH4,818.6504504,765.6027604,767.6184104,555.4044004,557.4200004,493.4251704,539.4094904,541.4250904,493.4251704
OxTG(14:0_14:1_20:1(OOH))+NH4,852.7287504,799.6810604,801.6967104,589.4827004,591.4983004,493.4251704,573.4877904,575.5033904,493.4251704
OxTG(14:0_14:1_20:2(OOH))+NH4,850.7130504,797.6653604,799.6810104,587.4670004,589.4826004,493.4251704,571.4720904,573.4876904,493.4251704
OxTG(14:0_14:1_20:3(OOH))+NH4,848.6974504,795.6497604,797.6654104,585.4514004,587.4670004,493.4251704,569.4564904,571.4720904,493.4251704
OxTG(14:0_14:1_20:5(OOH))+NH4,844.6661504,791.6184604,793.6341104,581.4201004,583.4357004,493.4251704,565.4251904,567.4407904,493.4251704
OxTG(14:0_14:1_22:1(OOH))+NH4,880.7600504,827.7123604,829.7280104,617.5140004,619.5296004,493.4251704,601.5190904,603.5346904,493.4251704
OxTG(14:0_14:1_22:2(OOH))+NH4,878.7443504,825.6966604,827.7123104,615.4983004,617.5139004,493.4251704,599.5033904,601.5189904,493.4251704
OxTG(14:0_14:1_22:3(OOH))+NH4,876.7287504,823.6810604,825.6967104,613.4827004,615.4983004,493.4251704,597.4877904,599.5033904,493.4251704
OxTG(14:0_14:1_22:4(OOH))+NH4,874.7130504,821.6653604,823.6810104,611.4670004,613.4826004,493.4251704,595.4720904,597.4876904,493.4251704
OxTG(14:0_14:1_22:5(OOH))+NH4,872.6974504,819.6497604,821.6654104,609.4514004,611.4670004,493.4251704,593.4564904,595.4720904,493.4251704
OxTG(14:0_14:1_22:6(OOH))+NH4,870.6817504,817.6340604,819.6497104,607.4357004,609.4513004,493.4251704,591.4407904,593.4563904,493.4251704
OxTG(14:0_14:1_24:1(OOH))+NH4,908.7913504,855.7436604,857.7593104,645.5453004,647.5609004,493.4251704,629.5503904,631.5659904,493.4251704
OxTG(14:0_14:1_14:1(OOHOOH))+NH4,800.6247504,711.5559204,715.5872204,519.3681304,521.3837304,493.4251704,487.3783104,489.3939104,493.4251704
OxTG(14:0_14:1_15:1(OOHOOH))+NH4,814.6403504,725.5715204,729.6028204,533.3837304,535.3993304,493.4251704,501.3939104,503.4095104,493.4251704
OxTG(14:0_14:1_16:1(OOHOOH))+NH4,828.6560504,739.5872204,743.6185204,547.3994304,549.4150304,493.4251704,515.4096104,517.4252104,493.4251704
OxTG(14:0_14:1_17:1(OOHOOH))+NH4,842.6716504,753.6028204,757.6341204,561.4150304,563.4306304,493.4251704,529.4252104,531.4408104,493.4251704
OxTG(14:0_14:1_17:2(OOHOOH))+NH4,840.6560504,751.5872204,755.6185204,559.3994304,561.4150304,493.4251704,527.4096104,529.4252104,493.4251704
OxTG(14:0_14:1_18:1(OOHOOH))+NH4,856.6873504,767.6185204,771.6498204,575.4307304,577.4463304,493.4251704,543.4409104,545.4565104,493.4251704
OxTG(14:0_14:1_18:2(OOHOOH))+NH4,854.6716504,765.6028204,769.6341204,573.4150304,575.4306304,493.4251704,541.4252104,543.4408104,493.4251704
OxTG(14:0_14:1_18:3(OOHOOH))+NH4,852.6560504,763.5872204,767.6185204,571.3994304,573.4150304,493.4251704,539.4096104,541.4252104,493.4251704
OxTG(14:0_14:1_18:4(OOHOOH))+NH4,850.6403504,761.5715204,765.6028204,569.3837304,571.3993304,493.4251704,537.3939104,539.4095104,493.4251704
OxTG(14:0_14:1_20:1(OOHOOH))+NH4,884.7186504,795.6498204,799.6811204,603.4620304,605.4776304,493.4251704,571.4722104,573.4878104,493.4251704
OxTG(14:0_14:1_20:2(OOHOOH))+NH4,882.7029504,793.6341204,797.6654204,601.4463304,603.4619304,493.4251704,569.4565104,571.4721104,493.4251704
OxTG(14:0_14:1_20:3(OOHOOH))+NH4,880.6873504,791.6185204,795.6498204,599.4307304,601.4463304,493.4251704,567.4409104,569.4565104,493.4251704
OxTG(14:0_14:1_20:4(OOHOOH))+NH4,878.6716504,789.6028204,793.6341204,597.4150304,599.4306304,493.4251704,565.4252104,567.4408104,493.4251704
OxTG(14:0_14:1_20:5(OOHOOH))+NH4,876.6560504,787.5872204,791.6185204,595.3994304,597.4150304,493.4251704,563.4096104,565.4252104,493.4251704
OxTG(14:0_14:1_22:1(OOHOOH))+NH4,912.7499504,823.6811204,827.7124204,631.4933304,633.5089304,493.4251704,599.5035104,601.5191104,493.4251704
OxTG(14:0_14:1_22:2(OOHOOH))+NH4,910.7342504,821.6654204,825.6967204,629.4776304,631.4932304,493.4251704,597.4878104,599.5034104,493.4251704
OxTG(14:0_14:1_22:3(OOHOOH))+NH4,908.7186504,819.6498204,823.6811204,627.4620304,629.4776304,493.4251704,595.4722104,597.4878104,493.4251704
OxTG(14:0_14:1_22:4(OOHOOH))+NH4,906.7029504,817.6341204,821.6654204,625.4463304,627.4619304,493.4251704,593.4565104,595.4721104,493.4251704
OxTG(14:0_14:1_22:5(OOHOOH))+NH4,904.6873504,815.6185204,819.6498204,623.4307304,625.4463304,493.4251704,591.4409104,593.4565104,493.4251704
OxTG(14:0_14:1_22:6(OOHOOH))+NH4,902.6716504,813.6028204,817.6341204,621.4150304,623.4306304,493.4251704,589.4252104,591.4408104,493.4251704
OxTG(14:0_14:1_24:1(OOHOOH))+NH4,940.7812504,851.7124204,855.7437204,659.5246304,661.5402304,493.4251704,627.5348104,629.5504104,493.4251704
OxTG(14:0_16:0_14:1(OOH))+NH4,798.6817504,745.6340604,747.6497104,535.4357004,507.4044004,523.4720704,519.4407904,491.4094904,523.4720704
OxTG(14:0_16:0_15:1(OOH))+NH4,812.6973504,759.6496604,761.6653104,549.4513004,521.4200004,523.4720704,533.4563904,505.4250904,523.4720704
OxTG(14:0_16:0_16:1(OOH))+NH4,826.7130504,773.6653604,775.6810104,563.4670004,535.4357004,523.4720704,547.4720904,519.4407904,523.4720704
OxTG(14:0_16:0_17:1(OOH))+NH4,840.7286504,787.6809604,789.6966104,577.4826004,549.4513004,523.4720704,561.4876904,533.4563904,523.4720704
OxTG(14:0_16:0_17:2(OOH))+NH4,838.7130504,785.6653604,787.6810104,575.4670004,547.4357004,523.4720704,559.4720904,531.4407904,523.4720704
OxTG(14:0_16:0_18:1(OOH))+NH4,854.7443504,801.6966604,803.7123104,591.4983004,563.4670004,523.4720704,575.5033904,547.4720904,523.4720704
OxTG(14:0_16:0_18:3(OOH))+NH4,850.7130504,797.6653604,799.6810104,587.4670004,559.4357004,523.4720704,571.4720904,543.4407904,523.4720704
OxTG(14:0_16:0_18:4(OOH))+NH4,848.6973504,795.6496604,797.6653104,585.4513004,557.4200004,523.4720704,569.4563904,541.4250904,523.4720704
OxTG(14:0_16:0_20:1(OOH))+NH4,882.7756504,829.7279604,831.7436104,619.5296004,591.4983004,523.4720704,603.5346904,575.5033904,523.4720704
OxTG(14:0_16:0_20:2(OOH))+NH4,880.7599504,827.7122604,829.7279104,617.5139004,589.4826004,523.4720704,601.5189904,573.4876904,523.4720704
OxTG(14:0_16:0_20:3(OOH))+NH4,878.7443504,825.6966604,827.7123104,615.4983004,587.4670004,523.4720704,599.5033904,571.4720904,523.4720704
OxTG(14:0_16:0_20:5(OOH))+NH4,874.7130504,821.6653604,823.6810104,611.4670004,583.4357004,523.4720704,595.4720904,567.4407904,523.4720704
OxTG(14:0_16:0_22:1(OOH))+NH4,910.8069504,857.7592604,859.7749104,647.5609004,619.5296004,523.4720704,631.5659904,603.5346904,523.4720704
OxTG(14:0_16:0_22:2(OOH))+NH4,908.7912504,855.7435604,857.7592104,645.5452004,617.5139004,523.4720704,629.5502904,601.5189904,523.4720704
OxTG(14:0_16:0_22:3(OOH))+NH4,906.7756504,853.7279604,855.7436104,643.5296004,615.4983004,523.4720704,627.5346904,599.5033904,523.4720704
OxTG(14:0_16:0_22:4(OOH))+NH4,904.7599504,851.7122604,853.7279104,641.5139004,613.4826004,523.4720704,625.5189904,597.4876904,523.4720704
OxTG(14:0_16:0_22:5(OOH))+NH4,902.7443504,849.6966604,851.7123104,639.4983004,611.4670004,523.4720704,623.5033904,595.4720904,523.4720704
OxTG(14:0_16:0_22:6(OOH))+NH4,900.7286504,847.6809604,849.6966104,637.4826004,609.4513004,523.4720704,621.4876904,593.4563904,523.4720704
OxTG(14:0_16:0_24:1(OOH))+NH4,938.8382504,885.7905604,887.8062104,675.5922004,647.5609004,523.4720704,659.5972904,631.5659904,523.4720704
OxTG(14:0_16:0_14:1(OOHOOH))+NH4,830.6716504,741.6028204,745.6341204,549.4150304,521.3837304,523.4720704,517.4252104,489.3939104,523.4720704
OxTG(14:0_16:0_15:1(OOHOOH))+NH4,844.6872504,755.6184204,759.6497204,563.4306304,535.3993304,523.4720704,531.4408104,503.4095104,523.4720704
OxTG(14:0_16:0_16:1(OOHOOH))+NH4,858.7029504,769.6341204,773.6654204,577.4463304,549.4150304,523.4720704,545.4565104,517.4252104,523.4720704
OxTG(14:0_16:0_17:1(OOHOOH))+NH4,872.7185504,783.6497204,787.6810204,591.4619304,563.4306304,523.4720704,559.4721104,531.4408104,523.4720704
OxTG(14:0_16:0_17:2(OOHOOH))+NH4,870.7029504,781.6341204,785.6654204,589.4463304,561.4150304,523.4720704,557.4565104,529.4252104,523.4720704
OxTG(14:0_16:0_18:1(OOHOOH))+NH4,886.7342504,797.6654204,801.6967204,605.4776304,577.4463304,523.4720704,573.4878104,545.4565104,523.4720704
OxTG(14:0_16:0_18:2(OOHOOH))+NH4,884.7185504,795.6497204,799.6810204,603.4619304,575.4306304,523.4720704,571.4721104,543.4408104,523.4720704
OxTG(14:0_16:0_18:3(OOHOOH))+NH4,882.7029504,793.6341204,797.6654204,601.4463304,573.4150304,523.4720704,569.4565104,541.4252104,523.4720704
OxTG(14:0_16:0_18:4(OOHOOH))+NH4,880.6872504,791.6184204,795.6497204,599.4306304,571.3993304,523.4720704,567.4408104,539.4095104,523.4720704
OxTG(14:0_16:0_20:1(OOHOOH))+NH4,914.7655504,825.6967204,829.7280204,633.5089304,605.4776304,523.4720704,601.5191104,573.4878104,523.4720704
OxTG(14:0_16:0_20:2(OOHOOH))+NH4,912.7498504,823.6810204,827.7123204,631.4932304,603.4619304,523.4720704,599.5034104,571.4721104,523.4720704
OxTG(14:0_16:0_20:3(OOHOOH))+NH4,910.7342504,821.6654204,825.6967204,629.4776304,601.4463304,523.4720704,597.4878104,569.4565104,523.4720704
OxTG(14:0_16:0_20:4(OOHOOH))+NH4,908.7185504,819.6497204,823.6810204,627.4619304,599.4306304,523.4720704,595.4721104,567.4408104,523.4720704
OxTG(14:0_16:0_20:5(OOHOOH))+NH4,906.7029504,817.6341204,821.6654204,625.4463304,597.4150304,523.4720704,593.4565104,565.4252104,523.4720704
OxTG(14:0_16:0_22:1(OOHOOH))+NH4,942.7968504,853.7280204,857.7593204,661.5402304,633.5089304,523.4720704,629.5504104,601.5191104,523.4720704
OxTG(14:0_16:0_22:2(OOHOOH))+NH4,940.7811504,851.7123204,855.7436204,659.5245304,631.4932304,523.4720704,627.5347104,599.5034104,523.4720704
OxTG(14:0_16:0_22:3(OOHOOH))+NH4,938.7655504,849.6967204,853.7280204,657.5089304,629.4776304,523.4720704,625.5191104,597.4878104,523.4720704
OxTG(14:0_16:0_22:4(OOHOOH))+NH4,936.7498504,847.6810204,851.7123204,655.4932304,627.4619304,523.4720704,623.5034104,595.4721104,523.4720704
OxTG(14:0_16:0_22:5(OOHOOH))+NH4,934.7342504,845.6654204,849.6967204,653.4776304,625.4463304,523.4720704,621.4878104,593.4565104,523.4720704
OxTG(14:0_16:0_22:6(OOHOOH))+NH4,932.7185504,843.6497204,847.6810204,651.4619304,623.4306304,523.4720704,619.4721104,591.4408104,523.4720704
OxTG(14:0_16:0_24:1(OOHOOH))+NH4,970.8281504,881.7593204,885.7906204,689.5715304,661.5402304,523.4720704,657.5817104,629.5504104,523.4720704
OxTG(14:0_16:1_14:1(OOH))+NH4,796.6661504,743.6184604,745.6341104,533.4201004,507.4044004,521.4564704,517.4251904,491.4094904,521.4564704
OxTG(14:0_16:1_15:1(OOH))+NH4,810.6817504,757.6340604,759.6497104,547.4357004,521.4200004,521.4564704,531.4407904,505.4250904,521.4564704
OxTG(14:0_16:1_16:1(OOH))+NH4,824.6974504,771.6497604,773.6654104,561.4514004,535.4357004,521.4564704,545.4564904,519.4407904,521.4564704
OxTG(14:0_16:1_17:1(OOH))+NH4,838.7130504,785.6653604,787.6810104,575.4670004,549.4513004,521.4564704,559.4720904,533.4563904,521.4564704
OxTG(14:0_16:1_17:2(OOH))+NH4,836.6974504,783.6497604,785.6654104,573.4514004,547.4357004,521.4564704,557.4564904,531.4407904,521.4564704
OxTG(14:0_16:1_18:1(OOH))+NH4,852.7287504,799.6810604,801.6967104,589.4827004,563.4670004,521.4564704,573.4877904,547.4720904,521.4564704
OxTG(14:0_16:1_18:3(OOH))+NH4,848.6974504,795.6497604,797.6654104,585.4514004,559.4357004,521.4564704,569.4564904,543.4407904,521.4564704
OxTG(14:0_16:1_18:4(OOH))+NH4,846.6817504,793.6340604,795.6497104,583.4357004,557.4200004,521.4564704,567.4407904,541.4250904,521.4564704
OxTG(14:0_16:1_20:1(OOH))+NH4,880.7600504,827.7123604,829.7280104,617.5140004,591.4983004,521.4564704,601.5190904,575.5033904,521.4564704
OxTG(14:0_16:1_20:2(OOH))+NH4,878.7443504,825.6966604,827.7123104,615.4983004,589.4826004,521.4564704,599.5033904,573.4876904,521.4564704
OxTG(14:0_16:1_20:3(OOH))+NH4,876.7287504,823.6810604,825.6967104,613.4827004,587.4670004,521.4564704,597.4877904,571.4720904,521.4564704
OxTG(14:0_16:1_20:5(OOH))+NH4,872.6974504,819.6497604,821.6654104,609.4514004,583.4357004,521.4564704,593.4564904,567.4407904,521.4564704
OxTG(14:0_16:1_22:1(OOH))+NH4,908.7913504,855.7436604,857.7593104,645.5453004,619.5296004,521.4564704,629.5503904,603.5346904,521.4564704
OxTG(14:0_16:1_22:2(OOH))+NH4,906.7756504,853.7279604,855.7436104,643.5296004,617.5139004,521.4564704,627.5346904,601.5189904,521.4564704
OxTG(14:0_16:1_22:3(OOH))+NH4,904.7600504,851.7123604,853.7280104,641.5140004,615.4983004,521.4564704,625.5190904,599.5033904,521.4564704
OxTG(14:0_16:1_22:4(OOH))+NH4,902.7443504,849.6966604,851.7123104,639.4983004,613.4826004,521.4564704,623.5033904,597.4876904,521.4564704
OxTG(14:0_16:1_22:5(OOH))+NH4,900.7287504,847.6810604,849.6967104,637.4827004,611.4670004,521.4564704,621.4877904,595.4720904,521.4564704
OxTG(14:0_16:1_22:6(OOH))+NH4,898.7130504,845.6653604,847.6810104,635.4670004,609.4513004,521.4564704,619.4720904,593.4563904,521.4564704
