"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MSDIAL_NAGly","[M+NH4]+","1","2","3","4","5","6","RT_min","RT_max","Comment","RT at Max Intensity","MSDIAL_NAGly","[M+NH4]+","1","2","3","4","5","6","RT_min","RT_max","Comment","Number of Scans","MSDIAL_NAGly","[M+NH4]+","1","2","3","4","5","6","RT_min","RT_max","Comment","Max Intensity","MSDIAL_NAGly","[M+NH4]+","1","2","3","4","5","6","RT_min","RT_max","Comment","Average m/z","MSDIAL_NAGly","[M+NH4]+","1","2","3","4","5","6","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MSDIAL_NAGly","[M+NH4]+","1","2","3","4","5","6","RT_min","RT_max","Comment"
"","MSDIAL_NAGly 10:0/14:0;[M+NH4]+;OC(=O)CN%20.CCCCCCC%10CCCCCCC(=O)%20.CCCCCCCCCC(=O)O%10;FUOIGYNCABLXRK-UHFFFAOYNA-N;C26H49NO5",0,0,0,0,0,0,0,"1.441425","1.741425","7685","","MSDIAL_NAGly 10:0/14:0;[M+NH4]+;OC(=O)CN%20.CCCCCCC%10CCCCCCC(=O)%20.CCCCCCCCCC(=O)O%10;FUOIGYNCABLXRK-UHFFFAOYNA-N;C26H49NO5",0,0,0,0,0,0,0,"1.441425","1.741425","7685","","MSDIAL_NAGly 10:0/14:0;[M+NH4]+;OC(=O)CN%20.CCCCCCC%10CCCCCCC(=O)%20.CCCCCCCCCC(=O)O%10;FUOIGYNCABLXRK-UHFFFAOYNA-N;C26H49NO5",0,0,0,0,0,0,0,"1.441425","1.741425","7685","","MSDIAL_NAGly 10:0/14:0;[M+NH4]+;OC(=O)CN%20.CCCCCCC%10CCCCCCC(=O)%20.CCCCCCCCCC(=O)O%10;FUOIGYNCABLXRK-UHFFFAOYNA-N;C26H49NO5",0,0,0,0,0,0,0,"1.441425","1.741425","7685","","MSDIAL_NAGly 10:0/14:0;[M+NH4]+;OC(=O)CN%20.CCCCCCC%10CCCCCCC(=O)%20.CCCCCCCCCC(=O)O%10;FUOIGYNCABLXRK-UHFFFAOYNA-N;C26H49NO5",0,0,0,0,0,0,0,"1.441425","1.741425","7685","","MSDIAL_NAGly 10:0/14:0;[M+NH4]+;OC(=O)CN%20.CCCCCCC%10CCCCCCC(=O)%20.CCCCCCCCCC(=O)O%10;FUOIGYNCABLXRK-UHFFFAOYNA-N;C26H49NO5","473.39490","284.2220","76.03931","191.1794","209.1900","456.3683","473.3949","1.441425","1.741425","7685"
"","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.53134027777778","6.83134027777778","4518","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.53134027777778","6.83134027777778","4518","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.53134027777778","6.83134027777778","4518","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.53134027777778","6.83134027777778","4518","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.53134027777778","6.83134027777778","4518","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5","651.56705","268.1907","76.03931","175.1481","193.1587","634.5405","651.5671","6.53134027777778","6.83134027777778","4518"
"","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"5.7432303030303","6.0432303030303","5163","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"5.7432303030303","6.0432303030303","5163","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"5.7432303030303","6.0432303030303","5163","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"5.7432303030303","6.0432303030303","5163","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"5.7432303030303","6.0432303030303","5163","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5","651.56705","268.1907","76.03931","175.1481","193.1587","634.5405","651.5671","5.7432303030303","6.0432303030303","5163"
"","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"8.2415625","8.5415625","6452","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"8.2415625","8.5415625","6452","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"8.2415625","8.5415625","6452","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"8.2415625","8.5415625","6452","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"8.2415625","8.5415625","6452","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5","651.56705","268.1907","76.03931","175.1481","193.1587","634.5405","651.5671","8.2415625","8.5415625","6452"
"","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.89659722222222","7.19659722222222","7186","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.89659722222222","7.19659722222222","7186","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.89659722222222","7.19659722222222","7186","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.89659722222222","7.19659722222222","7186","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.89659722222222","7.19659722222222","7186","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5","651.56705","268.1907","76.03931","175.1481","193.1587","634.5405","651.5671","6.89659722222222","7.19659722222222","7186"
"","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"7.73253484848485","8.03253484848485","7241","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"7.73253484848485","8.03253484848485","7241","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"7.73253484848485","8.03253484848485","7241","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"7.73253484848485","8.03253484848485","7241","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"7.73253484848485","8.03253484848485","7241","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5","651.56705","268.1907","76.03931","175.1481","193.1587","634.5405","651.5671","7.73253484848485","8.03253484848485","7241"
"","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.253375","6.553375","11503","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.253375","6.553375","11503","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.253375","6.553375","11503","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.253375","6.553375","11503","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.253375","6.553375","11503","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5","651.56705","268.1907","76.03931","175.1481","193.1587","634.5405","651.5671","6.253375","6.553375","11503"
"","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.12672777777778","6.42672777777778","11666","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.12672777777778","6.42672777777778","11666","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.12672777777778","6.42672777777778","11666","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.12672777777778","6.42672777777778","11666","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.12672777777778","6.42672777777778","11666","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5","651.56705","268.1907","76.03931","175.1481","193.1587","634.5405","651.5671","6.12672777777778","6.42672777777778","11666"
"","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"5.83887638888889","6.13887638888889","14418","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"5.83887638888889","6.13887638888889","14418","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"5.83887638888889","6.13887638888889","14418","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"5.83887638888889","6.13887638888889","14418","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"5.83887638888889","6.13887638888889","14418","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5","651.56705","268.1907","76.03931","175.1481","193.1587","634.5405","651.5671","5.83887638888889","6.13887638888889","14418"
"","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"7.13303636363636","7.43303636363636","15745","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"7.13303636363636","7.43303636363636","15745","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"7.13303636363636","7.43303636363636","15745","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"7.13303636363636","7.43303636363636","15745","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"7.13303636363636","7.43303636363636","15745","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5","651.56705","268.1907","76.03931","175.1481","193.1587","634.5405","651.5671","7.13303636363636","7.43303636363636","15745"
"","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.89393194444445","7.19393194444445","16833","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.89393194444445","7.19393194444445","16833","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.89393194444445","7.19393194444445","16833","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.89393194444445","7.19393194444445","16833","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.89393194444445","7.19393194444445","16833","","MSDIAL_NAGly 24:1/13:1;[M+NH4]+;OC(=O)CN%20.CCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;IAQZHBYPCFKTFV-FWUOIQSCNA-N;C39H71NO5","651.56705","268.1907","76.03931","175.1481","193.1587","634.5405","651.5671","6.89393194444445","7.19393194444445","16833"
"","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"6.96892916666667","7.26892916666667","1392","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"6.96892916666667","7.26892916666667","1392","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"6.96892916666667","7.26892916666667","1392","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"6.96892916666667","7.26892916666667","1392","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"6.96892916666667","7.26892916666667","1392","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5","665.58270","282.2064","76.03931","189.1638","207.1743","648.5562","665.5827","6.96892916666667","7.26892916666667","1392"
"","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"9.544825","9.844825","4750","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"9.544825","9.844825","4750","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"9.544825","9.844825","4750","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"9.544825","9.844825","4750","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"9.544825","9.844825","4750","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5","665.58270","282.2064","76.03931","189.1638","207.1743","648.5562","665.5827","9.544825","9.844825","4750"
